Neighbourhood Cleansed,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Amenities,Price,Guests Included,Extra People,Price_log
Lista,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",79.0,1,0,4.382026634673881
Lista,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Essentials",28.0,1,0,3.367295829986474
Castellana,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Doorman Entry",95.0,1,0,4.564348191467836
Castellana,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",25.0,1,0,3.258096538021482
Castellana,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",95.0,2,0,4.564348191467836
El Viso,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",85.0,1,0,4.454347296253507
Prosperidad,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",50.0,1,0,3.9318256327243257
Prosperidad,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",16.0,1,10,2.833213344056216
Prosperidad,Apartment,Entire home/apt,6,1.5,3.0,5.0,Real Bed,"Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",95.0,5,25,4.564348191467836
Prosperidad,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_50",25.0,1,10,3.258096538021482
Prosperidad,Apartment,Entire home/apt,6,1.5,2.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",100.0,2,25,4.61512051684126
Felanitx,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,"TV,Cable TV,Wireless Internet,Pool,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",55.0,1,0,4.02535169073515
Santanyí,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,"Kitchen,Free parking on premises,Smoking allowed,Heating,Family/kid friendly,Essentials,24-hour check-in,Hangers,Private living room",100.0,1,0,4.61512051684126
Bruxelles,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Safety card,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",37.0,1,10,3.6375861597263857
Dorsoduro,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials",120.0,2,10,4.795790545596741
Embajadores,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron",55.0,2,10,4.02535169073515
Embajadores,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace",70.0,2,0,4.2626798770413155
Embajadores,Apartment,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,"Wireless Internet,Kitchen,Washer,Essentials,Hair dryer",50.0,1,0,3.9318256327243257
Embajadores,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",26.0,1,0,3.295836866004329
Embajadores,Apartment,Entire home/apt,6,2.0,2.0,4.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",80.0,2,30,4.394449154672439
Embajadores,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials",65.0,2,20,4.189654742026425
Embajadores,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",26.0,1,0,3.295836866004329
Embajadores,Loft,Private room,2,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",26.0,1,10,3.295836866004329
Embajadores,Condominium,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",60.0,2,0,4.110873864173311
Embajadores,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,First aid kit,Essentials,Lock on bedroom door,Hair dryer,Laptop friendly workspace",14.0,1,10,2.70805020110221
Embajadores,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Smoking allowed,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,translation missing: en.hosting_amenity_50",25.0,1,0,3.258096538021482
Embajadores,Condominium,Entire home/apt,6,2.0,3.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",190.0,1,0,5.25227342804663
Embajadores,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Smoking allowed,Pets live on this property,Cat(s),Washer,First aid kit,Shampoo,Hair dryer",21.0,1,0,3.091042453358316
Embajadores,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer",50.0,2,25,3.9318256327243257
Embajadores,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Iron",49.0,1,0,3.912023005428146
Cortes,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",55.0,1,0,4.02535169073515
Cortes,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Pets live on this property,Cat(s),Elevator in building,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",35.0,1,10,3.58351893845611
Cortes,Apartment,Entire home/apt,5,1.0,3.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron",90.0,1,0,4.51085950651685
Cortes,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Hangers,Iron,translation missing: en.hosting_amenity_50",45.0,2,0,3.828641396489095
Cortes,Apartment,Entire home/apt,16,3.0,8.0,13.0,Real Bed,"TV,Wireless Internet,Smoking allowed,Pets allowed,Family/kid friendly,Suitable for events,Washer,Essentials,Hair dryer",475.0,7,5,6.16541785423142
Justicia,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron",59.0,2,0,4.0943445622221
Justicia,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Gym,Breakfast,Elevator in building,Hot tub,Indoor fireplace,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",136.0,1,0,4.919980925828125
Justicia,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers",65.0,2,7,4.189654742026425
Justicia,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,"Cable TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo",95.0,3,20,4.564348191467836
Justicia,Apartment,Entire home/apt,6,2.0,4.0,4.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",150.0,1,0,5.017279836814924
Acacias,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",65.0,2,15,4.189654742026425
Chopera,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"Wireless Internet,Kitchen,Breakfast,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",20.0,1,0,3.044522437723423
Chopera,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",45.0,1,0,3.828641396489095
Chopera,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Washer,First aid kit,Fire extinguisher,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",19.0,1,0,2.995732273553991
Chopera,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"Wireless Internet,Air conditioning,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials",23.0,1,0,3.1780538303479458
Chopera,Other,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Pets allowed,Elevator in building,Heating,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",20.0,1,0,3.044522437723423
Delicias,House,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Elevator in building,Heating,translation missing: en.hosting_amenity_49",25.0,1,0,3.258096538021482
Delicias,Bed & Breakfast,Private room,1,1.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Pets live on this property,Heating,Essentials,Shampoo",20.0,1,0,3.044522437723423
Delicias,Bed & Breakfast,Private room,3,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,translation missing: en.hosting_amenity_49",30.0,2,10,3.4339872044851463
Delicias,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Heating,Shampoo,Hangers,Laptop friendly workspace",40.0,1,0,3.713572066704308
Delicias,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",40.0,1,10,3.713572066704308
Delicias,Apartment,Entire home/apt,6,2.0,2.0,4.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Gym,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,Hangers",60.0,1,0,4.110873864173311
Delicias,House,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Elevator in building,Heating,Family/kid friendly",25.0,1,0,3.258096538021482
Palos de Moguer,Apartment,Entire home/apt,6,2.0,3.0,5.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",119.0,2,35,4.787491742782046
Palos de Moguer,House,Private room,2,1.0,1.0,2.0,Real Bed,"Wireless Internet,Air conditioning,Pool,Doorman,Elevator in building,Heating,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",45.0,1,0,3.828641396489095
Palos de Moguer,Apartment,Entire home/apt,9,2.0,5.0,5.0,Real Bed,"TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Private entrance",110.0,4,15,4.709530201312334
Palos de Moguer,Apartment,Entire home/apt,5,2.0,2.0,4.0,Real Bed,"TV,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron",105.0,1,0,4.663439094112067
Palos de Moguer,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,"Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",120.0,1,20,4.795790545596741
Universidad,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Dryer,Essentials,24-hour check-in,Hair dryer,Iron",86.0,2,5,4.465908118654584
Universidad,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron",59.0,2,15,4.0943445622221
Universidad,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Family/kid friendly,Washer,Smoke detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",56.0,2,20,4.04305126783455
Universidad,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron",75.0,1,0,4.330733340286331
Universidad,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",55.0,1,20,4.02535169073515
Universidad,House,Private room,2,1.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",29.0,2,15,3.4011973816621555
Universidad,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Smoking allowed,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",55.0,1,0,4.02535169073515
Universidad,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",76.0,1,0,4.343805421853684
Universidad,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Hangers,Hair dryer,Iron",70.0,2,10,4.2626798770413155
Universidad,Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,"Wireless Internet,Kitchen,Smoking allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",119.0,1,0,4.787491742782046
Universidad,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",80.0,1,5,4.394449154672439
Universidad,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,translation missing: en.hosting_amenity_50",65.0,2,10,4.189654742026425
Universidad,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"Air conditioning,Kitchen,Heating,Washer",60.0,1,0,4.110873864173311
Universidad,Apartment,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,"TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",70.0,1,0,4.2626798770413155
Universidad,Condominium,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Fire extinguisher,Essentials,Hair dryer,Iron",50.0,1,0,3.9318256327243257
Universidad,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",60.0,1,0,4.110873864173311
Universidad,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",68.0,4,15,4.23410650459726
Universidad,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Doorman,Indoor fireplace,Buzzer/wireless intercom,Heating,Suitable for events,Washer,Smoke detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",26.0,1,0,3.295836866004329
Universidad,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",75.0,2,15,4.330733340286331
Universidad,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,24-hour check-in,Hangers,Iron,Laptop friendly workspace",48.0,1,20,3.8918202981106265
Universidad,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hair dryer,Iron,Laptop friendly workspace",55.0,1,0,4.02535169073515
Universidad,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Essentials",90.0,1,20,4.51085950651685
Universidad,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",75.0,3,5,4.330733340286331
Universidad,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",35.0,2,5,3.58351893845611
Universidad,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Essentials,Shampoo",41.0,2,15,3.7376696182833684
Universidad,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",28.0,1,0,3.367295829986474
Universidad,Loft,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Shampoo,Hangers,Hair dryer,Iron",199.0,2,25,5.298317366548036
Universidad,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",60.0,2,12,4.110873864173311
Universidad,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",175.0,1,0,5.170483995038151
Sol,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Iron,translation missing: en.hosting_amenity_50",28.0,1,0,3.367295829986474
Sol,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",99.0,4,15,4.605170185988092
Sol,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Smoke detector,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",69.0,1,0,4.248495242049359
Palos de Moguer,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron",55.0,2,10,4.02535169073515
Pacífico,Apartment,Entire home/apt,8,2.0,3.0,4.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron",81.0,4,15,4.406719247264253
Pacífico,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,translation missing: en.hosting_amenity_50",80.0,1,0,4.394449154672439
